"astro-ph/9909420","David L. Clements","D.L. Clements (Dept. Physics and Astronomy, Cardiff University)","Far Infrared Loud Quasars 1: Disturbed and Quiescent Quasars in the PG
  Survey","Accepted for publication in MNRAS",,"10.1046/j.1365-8711.2000.03095.x",,"astro-ph",,"  We use host galaxy imaging studies of the PG Quasar survey to compare the
far-infrared (FIR) properties of quasars with disturbed and undisturbed host
galaxies. By using survival analysis, we show that the quasars with disturbed
host galaxies, with morphologies classified from a homogenous data set, have a
60 micron luminosity distribution that is different from that of those with
undisturbed hosts with >97% confidence. For morphological classifications using
an inhomogenous data set, including HST data for some objects, this confidence
rises to >99% confidence. The mean 60 micron luminosity of the disturbed-host
quasars is several times greater than that of the undisturbed-host quasars.
However, possible biases in the PG survey might affect these conclusions. Our
results are interpreted as supporting the idea that quasars are related to at
least some Ultraluminous Infrared Galaxies. We discuss the implications of this
result for studies of quasar and galaxy evolution.
","[{""version"":""v1"",""created"":""Fri, 24 Sep 1999 16:17:12 GMT""}]","2009-10-31"
"astro-ph/9909422","Kohno Kotaro","Kotaro Kohno, Ryohei Kawabe, Toshihito Shibatsuka and Satoki
  Matsushita (Nobeyama Radio Observatory)","Aperture Synthesis Images of Dense Molecular Gas in Nearby Galaxies with
  the Nobeyama Millimeter Array","2 pages, 1 figure, to appear in the proceedings of ``Imaging at Radio
  through Submillimeter Wavelengths'', held at Tucson, AZ, June 6-9, 1999, ed.
  J. Mangum (ASP: San Francisco)",,,,"astro-ph",,"  In order to study the distribution of dense molecular gas and its relation to
the central activities (starburst and AGN) in galaxies, we have conducted an
imaging survey of HCN(1-0) and HCO+(1-0) emissions from nearby spiral galaxies
with the Nobeyama Millimeter Array. In starburst galaxies, we find that there
is good spatial coincidence between dense molecular gas and star-forming
regions. The ratios of HCN to CO integrated intensities on the brightness
temperature scale, R(HCN/CO), are as high as 0.1 to 0.2 in the starburst
regions, and quickly decrease outside of these regions. In contrast, we find a
remarkable decrease of the HCN emission in the post-starburst nuclei, despite
the strong CO concentrations there. The R(HCN/CO) values in the central a few
100 pc regions of these quiescent galaxies are very low, 0.02 to 0.04. A rough
correlation between R(HCN/CO) and Ha/CO ratios, which is an indicator of star
formation efficiency, is found at a few 100 pc scale. The fraction of dense
molecular gas in the total molecular gas, measured from R(HCN/CO), may be an
important parameter that controls star formation. In some Seyfert galaxies we
find extremely high R(HCN/CO) exceeding 0.3. These very high ratios are never
observed even in strong starburst regions, implying a physical link between
extremely high R(HCN/CO) and Seyfert activity.
","[{""version"":""v1"",""created"":""Fri, 24 Sep 1999 16:11:54 GMT""}]","2007-05-23"
"astro-ph/9909423","Jean-Charles Augereau","J.C. Augereau, A.M. Lagrange, D. Mouillet and F. Menard","HST/NICMOS2 observations of the HD 141569 A circumstellar disk","4 pages, 5 figures, accepted for publication in A&A Letters",,,,"astro-ph",,"  We report the first resolved scattered light images of the circumstellar dust
disk around the old Pre-Main Sequence star HD 141569 A. The disk seen in
HST/NICMOS2 images shapes a bright annulus inclined at 37.5 degrees +/- 4.5
degrees from edge-on. This ring peaks at 325+/-10 AU from the star with a
characteristic width of ~150 AU. At 1.6 microns, the dust grains scatter a
total flux density of at least 4.5 +/- 0.5 mJy. Our disk model using the
spatial distribution implied by the images does not explain the 10 microns
excess and requires an additional grain population closer to the star. Some
similarities and differences with the dust annulus surrounding HR 4796 A are
pointed out.
","[{""version"":""v1"",""created"":""Fri, 24 Sep 1999 17:24:41 GMT""}]","2007-05-23"
"astro-ph/9909424","Eric L. N. Jensen","Robert D. Mathieu (University of Wisconsin-Madison), Andrea M. Ghez
  (UCLA), Eric L. N. Jensen (Swarthmore College), and Michal Simon (SUNY Stony
  Brook)","Young Binary Stars and Associated Disks","32 pages, including 6 Postscript figures (TeX, uses psfig.sty); to
  appear in ""Protostars & Planets IV"". Gif figures with captions and high-res
  Postscript color figure available at
  http://hven.swarthmore.edu/~jensen/preprints/ppiv.html",,,,"astro-ph",,"  The typical product of the star formation process is a binary star. Binaries
have provided the first dynamical measures of the masses of pre-main-sequence
(PMS) stars, providing support for the calibrations of PMS evolutionary tracks.
Surprisingly, in some star-forming regions PMS binary frequencies are higher
than among main-sequence solar-type stars. The difference in PMS and
main-sequence binary frequencies is apparently not an evolutionary effect;
recent attention has focussed on correlations between binary frequency and
stellar density or cloud temperatures. Accretion disks are common among young
binary stars. Binaries with separations between 1 AU and 100 AU have
substantially less submillimeter emission than closer or wider binaries,
suggesting that they have truncated their disks. Evidence of dynamical clearing
has been seen in several binaries. Remarkably, PMS binaries of all separations
show evidence of circumstellar disks and continued accretion. This suggests
that the circumstellar disks are replenished from circumbinary disks or
envelopes. The frequent presence of disks suggests that planet formation can
occur in binary environments, and formation of planets in wide binaries is
already established by their discovery. Circumbinary disk masses around very
short period binaries are ample to form planetary systems such as our own. The
nature of planetary systems among the most common binaries, with separations
between 10 AU and 100 AU, is less clear given the observed reduction in disk
mass, though they may have disk masses adequate for the formation of
terrestrial-like planets.
","[{""version"":""v1"",""created"":""Fri, 24 Sep 1999 18:17:43 GMT""}]","2007-05-23"
"astro-ph/9909425","Domingos Savio de Lima Soares","M.L.M. Myrrha, L.P.R. Vaz (Physics Dept., UFMG, Brazil), M.
  Fa\'undez-Abans, M. de Oliveira-Abans (LNA/CNPq, Brazil), D.S.L. Soares
  (Physics Dept., UFMG, Brazil)","BVRI-Halpha surface photometry of peculiar ring galaxies. I. HRG 2302","10 pages, accepted by Astronomy and Astrophysics",,,,"astro-ph",,"  Detailed BVRI-Halpha photometry has been obtained for the ring galaxy HRG
2302. This is probably a still interacting system which shows two principal
components: the target, which is a knotted ringed-disk, and the intruder, an
elongated galaxy with two substructures probably caused by the interaction. The
existence of H II emission regions is suggested by Halpha images and medium
dispersion spectra of the three brightest parts of this system. Analysis of a
color-color diagram suggests recent star formation, in agreement with the
behavior of interacting galaxies with nuclear emission. HRG 2302 has been
previously classified as a Polar Ring galaxy (Faundez-Abans & de Oliveira-Abans
1998a), but we have reclassified it as Elliptical-Knotted, based on the
morphological substructures found. This work reveals, for the first time, the
existence of at least 15 fainter galaxies in the field within ~4 arcmin around
HRG 2302, giving positions and integrated standard magnitudes for all of them.
","[{""version"":""v1"",""created"":""Fri, 24 Sep 1999 18:43:44 GMT""}]","2007-05-23"
"astro-ph/9909426","Chris Churchill","Chris Churchill (Penn State)","On the Possibility that Mg II Absorbers Can Track the Merger Evolution
  of Galaxy Groups from High Redshift","5 pages; 2 figures; to appear in ASP Proceedings for IGRAP Meeting on
  ""Clustering at High Redshift""",,,,"astro-ph",,"  The properties of Mg II absorption-selected systems show a large variety of
kinematics and higher ionization conditions. A multivariate taxonomic study of
Mg II absorbers has yielded an ""extreme"" class of ""Double"" systems. These
Double systems are characterized by kinematic velocity spreads up to 400 km/s,
and by twice the Ly alpha, Mg II, Fe II, and C IV absorption strengths of the
more typical, ""Classic"", Mg II system. Evolution in the number per unit
redshift of these systems is compared to the redshift evolution in the number
of close pairs of galaxies. It is found to be a plausible scenario that Double
systems arise in small groups of galaxies, implying that they might trace close
pair evolution to high redshifts.
","[{""version"":""v1"",""created"":""Fri, 24 Sep 1999 19:10:34 GMT""}]","2007-05-23"
"astro-ph/9909427","Katherine Rhode","W. Herbst, K. L. Rhode, L. A. Hillenbrand, G. Curran","Rotation in the Orion Nebula Cluster","18 pages of text, 17 figures, and 4 tables; accepted for publication
  in The Astronomical Journal",,"10.1086/301175",,"astro-ph",,"  Eighteen fields in the Orion Nebula Cluster (ONC) have been monitored for one
or more observing seasons from 1990-99 with a 0.6-m telescope at Wesleyan
University. Photometric data were obtained in Cousins I on 25-40 nights per
season. Results from the first 3 years of monitoring were analyzed by Choi &
Herbst (1996; CH). Here we provide an update based on 6 more years of
observation and the extensive optical and IR study of the ONC by Hillenbrand
(1997) and Hillenbrand et al. (1998). Rotation periods are now available for
134 ONC members. Of these, 67 were detected at multiple epochs with identical
periods by us and 15 more were confirmed by Stassun et al. (1999) in their
study of Ori OBIc/d. The bimodal period distribution for the ONC is confirmed,
but we also find a clear dependence of rotation period on mass. This can be
understood as an effect of deuterium burning, which temporarily slows the
contraction and thus spin-up of stars with M <0.25 solar masses and ages of ~1
My. Stars with M <0.25 solar masses have not had time to bridge the gap in the
period distribution at ~4 days. Excess H-K and I-K emission, as well as CaII
infrared triplet equivalent widths (Hillenbrand et al. 1998), show weak but
significant correlations with rotation period among stars with M >0.25 solar
masses. Our results provide new observational support for the importance of
disks in the early rotational evolution of low mass stars. [abridged]
","[{""version"":""v1"",""created"":""Fri, 24 Sep 1999 21:07:55 GMT""}]","2009-10-31"
"astro-ph/9909428","Edward L. Wright","V. Gorjian (JPL), E. L. Wright (UCLA) and R. R. Chary (UCSC)","Tentative Detection of the Cosmic Infrared Background at 2.2 and 3.5
  microns Using Ground Based and Space Based Observations","27 pages with 7 figures, version accepted by ApJ with minor changes
  from v2, 2 new figures and slightly revised results since v1",,,,"astro-ph",,"  The Cosmic InfraRed Background (CIRB) is the sum total of the redshifted and
reprocessed short wavelength radiation from the era of galaxy formation, and
hence contains vital information about the history of galactic evolution. One
of the main problems associated with estimating an isotropic CIRB in the near
infrared (1-5 microns) is the unknown contribution from stars within our own
galaxy. The optimal observational window to search for a background in the
near-IR is at 3.5 microns since that is the wavelength region where the other
main foreground, the zodiacal dust emission, is the least. It is not possible
to map out the entire 3.5 micron sky at a resolution which will accurately
estimate the flux from stars. However, since the CIRB is presumably isotropic,
it can potentially be detected by selecting a smaller field and imaging it at
good resolution to estimate the stellar intensity. We selected a 2x2 degree
""dark spot"" near the North Galactic Pole which had the least intensity at 3.5
microns after a zodiacal light model was subtracted from the all-sky maps
generated by the Diffuse InfraRed Background Experiment (DIRBE). The measured
total intensity of the few bright stars in this field was combined with a model
for the contribution from dimmer stars and subtracted from the zodi-subtracted
DIRBE map. The contribution from the interstellar medium was also subtracted
leaving a residual intensity at 2.2 microns of: 16.4+/-4.4 kJy/sr or 22.4+/-6
nW/m^2/sr, and at 3.5 microns: 12.8+/-3.8 kJy/sr or 11+/-3.3 nW/m^2/sr.
[Abridged]
","[{""version"":""v1"",""created"":""Fri, 24 Sep 1999 22:13:08 GMT""},{""version"":""v2"",""created"":""Mon, 27 Dec 1999 19:09:40 GMT""},{""version"":""v3"",""created"":""Thu, 20 Jan 2000 17:38:13 GMT""}]","2009-09-25"
"astro-ph/9909429","Glenn E. Ciolek","Glenn E. Ciolek and Shantanu Basu","Consistency of Ambipolar Diffusion Models with Infall in the L1544
  Protostellar Core","14 pages AAS LaTeX, 5 figures postscript. To appear in the
  Astrophysical Journal, Vol. 529 #2, 1 Feb 2000",,"10.1086/308293",,"astro-ph",,"  Recent high-resolution studies of the L1544 protostellar core by Tafalla et
al. and Williams et al. reveal the structure and kinematics of the gas. The
observations of this prestellar core provide a natural test for theoretical
models of core formation and evolution. Based on their results, the above
authors claim a discrepancy with the implied infall motions from ambipolar
diffusion models. In this paper, we reexamine the earlier ambipolar diffusion
models, and conclude that the L1544 core can be understood to be a magnetically
supercritical core undergoing magnetically diluted collapse. We also present a
new model specifically designed to simulate the formation and evolution of the
L1544 core. This model, which uses reasonable input parameters, yields mass and
radial density distributions, as well as neutral and ion infall speed profiles,
that are in very good agreement with physical values deduced by observations.
The lifetime of the core is also in good agreement with prestellar core
lifetimes estimated from statistics of an ensemble of cores. The observational
input can act to constrain other currently unobserved quantities such as the
degree of ionization, and the background magnetic field strength and
orientation near the L1544 core.
","[{""version"":""v1"",""created"":""Sat, 25 Sep 1999 02:08:10 GMT""}]","2009-10-31"
"astro-ph/9909430","Janusz Bednarz","J. Bednarz, M. Ostrowski","Efficiency of cosmic ray reflections from an ultrarelativistic shock
  wave","3 pages, 3 figures, accepted for publication in MNRAS (Letters)","Mon.Not.Roy.Astron.Soc. 310 (1999) L11","10.1046/j.1365-8711.1999.03104.x",,"astro-ph",,"  The process of cosmic ray acceleration up to energies in excess of $10^{20}$
eV at relativistic shock waves with large Lorentz factors, $\Gamma \gg 1$
requires $\sim \Gamma^2$ particle energy gains at single reflections from the
shock (cf. Gallant & Achterberg 1999). In the present comment, applying
numerical simulations we address an efficiency problem arising for such models.
The actual efficiency of the acceleration process is expected to be
substantially lower than the estimates of previous authors.
","[{""version"":""v1"",""created"":""Sat, 25 Sep 1999 14:46:12 GMT""}]","2016-08-30"
