"adap-org/9903005","Dongsu Bak","Dongsu Bak","Replication Error and Time Evolution of a Self-Replicating System","11 pages, no figures, any comments on references are welcomed",,,"UOSTP-99-005","adap-org nlin.AO physics.bio-ph",,"  A self-replicating system where the elements belonging to a solution category
can replicate themselves by copying their own informations, is considered. The
information carried by each element is defined by an element of all the n
multiple tensor product of a base space that consists of m different base
elements. We assume that in the replication the processes of copying each base
information are the same and independent from one another and that the copying
error distribution in each process is characterized by a small variation with a
quite small mean value. Concentrating on the number fluctuation of the
informations in the copying process, we analyze the time evolution of the
system. We illustrate the change of averaged number of informations carried by
system objects and the variation of the number distribution as a function of
time. Especially, it is shown that the averaged number of information grows in
general after large number of generations.
","[{""version"":""v1"",""created"":""Thu, 18 Mar 1999 05:25:59 GMT""}]","2007-05-23"
"astro-ph/9903263","Michael Catanese","T.C. Weekes (Harvard-Smithsonian CfA)","High Energy Astrophysics","15 pages, 10 figures, to appear in Proceedings of DPF'99",,,,"astro-ph",,"  The development of the atmospheric Cherenkov imaging technique has led to
significant advances in gamma-ray detection sensitivity in the energy range
from 200 GeV to 50 TeV. The Whipple Observatory 10m reflector has detected the
first galactic and extragalactic sources in the Northern Hemisphere; the Crab
Nebula has been established as the standard candle for ground-based gamma-ray
astronomy. The highly variable Active Galactic Nuclei, Markarian 421 and
Markarian 501, have proved to be particularly interesting. A new generation of
telescopes with improved sensitivity has the promise of interesting
measurements of fundamental phenomena in physics and astrophysics. VERITAS (the
Very Energetic Radiation Imaging Telescope Array System) is one such next
generation system; it is an array of seven large atmospheric Cherenkov
telescopes planned for a site in southern Arizona.
","[{""version"":""v1"",""created"":""Wed, 17 Mar 1999 16:09:44 GMT""}]","2007-05-23"
"astro-ph/9903264","Mario Livio","M. Livio (Space Telescope Science Institute)","The Progenitors of Type Ia Supernovae","16 pages, no figures. To appear in Type Ia Supernovae: Theory and
  Cosmology, Cambridge Univ. Press",,,,"astro-ph",,"  Models for Type Ia Supernovae (SNe Ia) are reviewed. It is shown that there
are strong reasons to believe that SNe Ia represent thermonuclear disruptions
of C-O white dwarfs, when these white dwarfs reach the Chandrasekhar limit and
ignite carbon at their centers.
  Progenitor scenarios are reviewed critically and the strengths and weaknesses
of each scenario are explicitly presented. It is argued that single-degenerate
models, in which the white dwarf accretes from a subgiant or giant companion
are currently favored. The relation of the different models to the use of SNe
Ia for the determination of cosmological parameters is also discussed.
  Observational tests of the conclusions are suggested.
","[{""version"":""v1"",""created"":""Wed, 17 Mar 1999 16:15:04 GMT""}]","2007-05-23"
"astro-ph/9903265","Carlos Gutierrez","F. Prada (UNAM), C. M. Gutierrez (IAC)","A counterrotating central component in NGC 5728","11 pages, 8 figures, accepted for publication in Astrophysical
  Journal",,"10.1086/307199",,"astro-ph",,"  We present a detailed study of the stellar kinematics in the barred galaxy
NGC 5728 based on I-band photometry and long-slit spectroscopic observations in
the region of the near-IR Ca II triplet. The analysis of the stellar
line-of-sight velocity distribution (LOSVD) has revealed, in the central
regions of the bar, the presence of a cold (v/sigma~2.5) prograde $S$-shaped
velocity component that coexists in the central 4 kpc with a fainter and hotter
(v/sigma~0.5) counterrotating component. Beyond 4 kpc from the nucleus the
LOSVD shows the stellar bar kinematics. The comparison of the radial surface
brightness profile of the velocity components with that obtained from an I-band
image shows that the counterrotating core follows a r^(1/4) profile, while the
S-shaped component does not follows the flat bar surface brightness profile.
Several possible scenarios accounting for such kinematic signatures found in
the center of the bar in NGC 5728 are discussed.
","[{""version"":""v1"",""created"":""Wed, 17 Mar 1999 16:39:34 GMT""}]","2016-08-30"
"astro-ph/9903266","John Hibbard","J. E. Hibbard, M. S. Yun (NRAO)","A 180 Kpc Tidal Tail in the Luminous Infrared Merger Arp 299","LaTex, 14 pages, 11 figures, 4 tables, uses emulateapj.sty. Accepted
  to AJ for July 1999. For version with full-resolution images see
  http://www.cv.nrao.edu/~jhibbard/a299/HIpaper/a299HI.html",,"10.1086/300928",,"astro-ph",,"  We present VLA HI observations and UH88 deep optical B- and R-band
observations of the IR luminous merger Arp 299 (= NGC 3690 + IC 694). These
data reveal a gas-rich, optically faint tidal tail with a length of over 180
kpc. The size of this tidal feature necessitates an old interaction age for the
merger (~750 Myr since first periapse), which is currently experiencing a very
young star burst (~20 Myr). The observations reveal a most remarkable structure
within the tidal tail: it appears to be composed of two parallel filaments
separated by ~20 kpc. One of the filaments is gas rich with little if any
starlight, while the other is gas poor. We believe that this bifurcation
results from a warped disk in one of the progenitors. The quantities and
kinematics of the tidal HI suggest that Arp 299 results from the collision of a
retrograde Sab-Sb galaxy (IC 694) and a prograde Sbc-Sc galaxy (NGC 3690) that
occurred 750 Myr ago and which will merge into a single object in ~60 Myr. We
suggest that the present IR luminous phase in this system is due in part to the
retrograde spin of IC 694. Finally, we discuss the apparent lack of tidal dwarf
galaxies within the tail.
","[{""version"":""v1"",""created"":""Wed, 17 Mar 1999 19:53:43 GMT""}]","2009-10-31"
"astro-ph/9903267",,"Peter M. Woods, Chryssa Kouveliotou, Jan van Paradijs, Kevin Hurley,
  R. Marc Kippen, Mark H. Finger, Michael S. Briggs, Stefan Dieters and Gerald
  J. Fishman","Discovery of a New Soft Gamma Repeater, SGR 1627-41","5 pages, 4 figures, submitted to ApJ Letters",,"10.1086/312124",,"astro-ph",,"  We report the discovery of a new soft gamma repeater (SGR), SGR 1627-41, and
present BATSE observations of the burst emission and BeppoSAX NFI observations
of the probable persistent X-ray counterpart to this SGR. All but one burst
spectrum are well fit by an optically thin thermal bremsstrahlung (OTTB) model
with kT values between 25 and 35 keV. The spectrum of the X-ray counterpart,
SAX J1635.8-4736, is similar to that of other persistent SGR X-ray
counterparts. We find weak evidence for a periodic signal at 6.41 s in the
light curve for this source. Like other SGRs, this source appears to be
associated with a young supernova remnant G337.0-0.1. Based upon the peak
luminosities of bursts observed from this SGR, we find a lower limit on the
dipole magnetic field of the neutron star B_dipole > 5 * 10^14 Gauss.
","[{""version"":""v1"",""created"":""Wed, 17 Mar 1999 20:08:40 GMT""}]","2009-10-31"
"astro-ph/9903268",,"K. Hurley, C. Kouveliotou, P. Woods, E. Mazets, S. Golenetskii, D. D.
  Fredericks, T. Cline and J. van Paradijs","Precise Interplanetary Network Localization of a New Soft Gamma
  Repeater, SGR1627-41","15 pages, 2 figures, submitted to ApJ Letters",,"10.1086/312115",,"astro-ph",,"  We present Ulysses, KONUS-WIND, and BATSE observations of bursts from a new
soft gamma repeater which was active in 1998 June and July. Triangulation of
the bursts results in a ~ 1.8 degree by 16 '' error box whose area is ~ 7.6
arcminutes^2, which contains the Galactic supernova remnant G337.0-0.1. This
error box intersects the position of a BeppoSAX X-ray source which is also
consistent with the position of G337.0-0.1 (Woods et al. 1999), and is thought
to be the quiescent counterpart to the repeater. If so, the resulting error box
is ~ 2 ' by 16 '' and has an area of ~ 0.6 arcminutes^2. The error box location
within the supernova remnant suggests that the neutron star has a transverse
velocity of ~ 200 - 2000 km/s.
","[{""version"":""v1"",""created"":""Wed, 17 Mar 1999 20:14:33 GMT""}]","2009-10-31"
"astro-ph/9903269","Mark Henriksen","M. Henriksen and S. Cousineau (University of North Dakota)","An X-ray Survey of Galaxies in Pairs","40 pages, 6 jpg figures, ApJ (in press)","Astrophys.J. 511 (1999) 595-611","10.1086/306690",,"astro-ph",,"  Results are reported from the first survey of X-ray emission from galaxies in
pairs. The sample consists of fifty-two pairs of galaxies from the Catalog of
Paired Galaxies Karachentsev (1972) whose coordinates overlap ROSAT Position
Sensitive Proportional Counter pointed observations. The mean observed log l_x
for early-type pairs is 41.35 +/-0.21 while the mean log l_x predicted using
the l_x-l_b relationship for isolated early-type galaxies is 42.10 +/-0.19.
With 95% confidence, the galaxies in pairs are underluminous in the X-ray,
compared to isolated galaxies, for the same l_b. A significant fraction of the
mixed pair sample also appear similarly underluminous. A spatial analysis shows
that the X-ray emission from pairs of both types typically has an extent of ~10
- 50 kpc, much smaller than group intergalactic medium and thus likely
originates from the galaxies. CPG 564, the most X-ray luminous early-type pair,
4.7x10^42 ergs/sec, is an exception. The extent of it's X-ray emission, >169
kpc, and HWHM, ~80 kpc, is comparable to that expected from an intergalactic
medium. The sample shows only a weak correlation, ~81% confidence, between l_x
and l_b, presumably due to variations in gas content within the galaxies. No
correlation between l_x and the pair velocity difference, separation, or
far-infrared luminosity is found though the detection rate is low, 22%.
","[{""version"":""v1"",""created"":""Wed, 17 Mar 1999 20:26:53 GMT""}]","2009-10-31"
"astro-ph/9903270","L. Raul Abramo","L. R. Abramo (University of Florida)","Energy density and pressure of long wavelength gravitational waves","Updated one reference; 17 pages, no figures","Phys. Rev. D 60, 064004 (1999)","10.1103/PhysRevD.60.064004","UFIFT-HEP-99-2","astro-ph gr-qc",,"  Inflation leads us to expect a spectrum of gravitational waves (tensor
perturbations) extending to wavelengths much bigger than the present observable
horizon. Although these gravity waves are not directly observable, the energy
density that they contribute grows in importance during the radiation- and
dust-dominated ages of the universe. We show that the back reaction of tensor
perturbations during matter domination is limited from above, since
gravitational waves of wavelength $\lambda$ have a share of the total energy
density $\Delta \rho(\lambda)/\rho$ during matter domination that is at most
equal to the share of the total energy density that they had when the mode
$\lambda$ exited the Hubble radius $H^{-1}$ during inflation. This work is to
be contrasted to that of Sahni, who analyzed the energy density of gravity
waves only insofar as their wavelengths are smaller than $H^{-1}$. Such a
cut-off in the spectral energy of gravity waves leads to the breakdown of
energy conservation, and we show that this anomaly is eliminated simply by
taking into account the energy density and pressure of long wavelength
gravitational waves as well as short wavelength ones.
","[{""version"":""v1"",""created"":""Wed, 17 Mar 1999 22:13:10 GMT""},{""version"":""v2"",""created"":""Tue, 23 Mar 1999 16:34:40 GMT""},{""version"":""v3"",""created"":""Wed, 24 Mar 1999 17:29:34 GMT""}]","2016-08-25"
"astro-ph/9903271","Brian C. Lee","C. Akerlof, R. Balsano, S. Barthelmy, J. Bloch, P. Butterworth, D.
  Casperson, T. Cline, S. Fletcher, F. Frontera, G. Gisler, J. Heise, J. Hills,
  R. Kehoe, B. Lee, S. Marshall, T. McKay, R. Miller, L. Piro, W. Priedhorsky,
  J. Szymanski, J. Wren","Observation of contemporaneous optical radiation from a gamma-ray burst","10 pages, 2 figures. Accepted for publication in Nature. For
  additional information see http://www.umich.edu/~rotse/","Nature 398:400-402,1999","10.1038/18837",,"astro-ph",,"  The origin of gamma-ray bursts (GRBs) has been enigmatic since their
discovery. The situation improved dramatically in 1997, when the rapid
availability of precise coordinates for the bursts allowed the detection of
faint optical and radio afterglows - optical spectra thus obtained have
demonstrated conclusively that the bursts occur at cosmological distances. But,
despite efforts by several groups, optical detection has not hitherto been
achieved during the brief duration of a burst. Here we report the detection of
bright optical emission from GRB990123 while the burst was still in progress.
Our observations begin 22 seconds after the onset of the burst and show an
increase in brightness by a factor of 14 during the first 25 seconds; the
brightness then declines by a factor of 100, at which point (700 seconds after
the burst onset) it falls below our detection threshold. The redshift of this
burst, approximately 1.6, implies a peak optical luminosity of 5 times 10^{49}
erg per second. Optical emission from gamma-ray bursts has been generally
thought to take place at the shock fronts generated by interaction of the
primary energy source with the surrounding medium, where the gamma-rays might
also be produced. The lack of a significant change in the gamma-ray light curve
when the optical emission develops suggests that the gamma-rays are not
produced at the shock front, but closer to the site of the original explosion.
","[{""version"":""v1"",""created"":""Wed, 17 Mar 1999 23:17:05 GMT""}]","2009-10-16"
