"astro-ph/9902002","Snepen","A.V.Kopylov","About Neutron Electric Dipole Moment: Exotic Case","3 pages, 2 figures",,,,"astro-ph",,"  When the magnetic moment of neutron m presesses around a static magnetic
field B the electric dipole moment of neutron dn is tied up with m and rotates
in the plane perpendicular to B with Larmor frequency wp. If to apply the
oscillating electric field perpendicular to a field B this may cause a spin
flip of a neutron. At w=wp one may observe a resonance similar to the one
obtained in Neutron Magnetic Resonance technique.
","[{""version"":""v1"",""created"":""Mon, 1 Feb 1999 18:16:41 GMT""},{""version"":""v2"",""created"":""Wed, 3 Feb 1999 16:55:18 GMT""},{""version"":""v3"",""created"":""Wed, 10 Feb 1999 09:07:58 GMT""}]","2007-05-23"
"astro-ph/9902007","Ed Fenimore","E. E. Fenimore, E. Ramirez-Ruiz, Bobing Wu (Los Alamos)","GRB990123: Evidence that the Gamma Rays Come from a Central Engine","14 pages, 3 embedded figues, Latex, Submitted to ApJL",,"10.1086/312075","LA-UR 99-529","astro-ph",,"  GRB990123 was a long complex gamma-ray burst with an optical transient that
started early within the gamma-ray phase. The peak and power law decay of the
early optical emission strongly indicates the presence of a decelerating
relativistic shell during that phase. Prior to this burst, it was not known if
the shell decelerated during the burst, so an external shock origin for the
gamma rays was still possible. If the gamma-rays are produced in the external
shock, then the pulse widths should reflect the observed deceleration of the
shell and increase by about 2.3. We analyze the fine time structure observed in
the gamma-ray data from BATSE and determine that the width of the peaks do not
increase as expected for a decelerating shell; the later pulses are, at most, a
factor of 1.15 longer than the earlier pulses. We also analyze the variability
to determine what fraction of the shell's surface could be involved in the
production of the gamma rays, the so-called surface filling factor. For
GRB990123 we find a filling factor of 0.008. The lack of pulse width evolution
eliminates the only remaining kinematically acceptable external shock
explanation for the gamma-ray phase and, thus, the gamma rays must originate at
a central engine.
","[{""version"":""v1"",""created"":""Tue, 2 Feb 1999 00:01:28 GMT""}]","2009-10-31"
"astro-ph/9902009","Reem Sari","Re'em Sari (CALTECH), Tsvi Piran (Hebrew University, Columbia
  University)","GRB990123, The Optical Flash and The Fireball Model","14 pages including 2 figures","Astrophys.J.517:L109,1999","10.1086/312039",,"astro-ph",,"  We compare the ongoing observations of the remarkable burst GRB990123, the
mother of all bursts, with the predictions of the afterglow theory. We show
that the observations agree with the recent prediction that a reverse shock
propagating into the ejecta would produce a very strong prompt optical flash.
This reverse shock has also produced the 8.46GHz radio signal, observed after
one day. The forward shock, which propagates into the ISM is the origin of the
classical afterglow. It has produced the prompt X-ray signal as well as the
late optical and IR emission. It would most likely produce a radio emission
within the next few weeks. The observations suggest that the initial Lorentz
factor of the ejecta was $\sim 200$. Within factors of order unity, this crude
model explains all current observations of GRB990123.
","[{""version"":""v1"",""created"":""Tue, 2 Feb 1999 00:41:43 GMT""}]","2009-10-31"
"astro-ph/9902019","Luigina Feretti","L. Feretti, D. Dallacasa, F. Govoni, G. Giovannini, G. B. Taylor, U.
  Klein","The radio galaxies and the magnetic field in Abell 119","Astronomy Astrophysics, in press. 8 pages text, 12 pages figures.
  Figures of better quality can be requested to lferetti@ira.bo.cnr.it",,,,"astro-ph",,"  We present new, multiwavelength Very Large Array observations of the 3 radio
galaxies in the cluster Abell 119: 0053-015, 0053-016 and 3C 29. The first two
radio galaxies, which lie close to the cluster center, show a
narrow-angle-tailed structure, with many twists in the tails. The third radio
source is located at the cluster periphery, and shows an undistorted FR I
morphology. All three radio sources are strongly polarized at the highest
frequencies, and all three show both more depolarization and higher Faraday
Rotation Measures with increasing proximity to the cluster center. We interpret
this polarization behaviour as induced by the magneto-ionized intracluster
medium, whose magnetic field is estimated to be in the range 5-10 microG.
","[{""version"":""v1"",""created"":""Mon, 1 Feb 1999 16:26:04 GMT""}]","2007-05-23"
"astro-ph/9902020","Michel Fioc","Michel Fioc (1 and 2) and Brigitte Rocca-Volmerange (1 and 3) ((1)
  Institut d'Astrophysique de Paris, (2) NASA/Goddard Space Flight Center, (3)
  Institut d'Astrophysique Spatiale)","Far-UV and deep surveys: bursting dwarfs versus normal galaxies","10 pages, 10 postscript figures, accepted for publication in A&A",,,,"astro-ph",,"  Galaxy counts from bright ultraviolet (UV) and deep optical spectroscopic
surveys have revealed an unexpectedly large number of very blue galaxies. The
colors and luminosities of these objects indicate that they are dwarf galaxies
undergoing bursts of star formation. We use a galaxy evolution model (PEGASE,
Fioc & Rocca-Volmerange 1997) to describe this population as galaxies
undergoing cyclical bursts of star formation, thereby determining the
luminosity function of these galaxies.
  When these bursting galaxies are added to normally evolving populations, the
combination reproduces the UV number counts, color distributions and deep
optical redshift distributions fairly well. Optical (including the Hubble Deep
Field) and near-infrared number counts are fitted assuming an open or a flat,
Lambda-dominated, Universe. The high amplitude of the angular correlation
function of very blue galaxies discovered by Landy et al. (1996) is also
recovered in this modelling.
  The number of bursting galaxies is only a small fraction of the total number
of galaxies at optical and near-infrared wavelengths, even at faintest
magnitudes. In our evolution modelling, normal galaxies explain most of the
blue excess in a low-Omega Universe. The problem of the blue excess remains in
a flat Universe without a cosmological constant.
","[{""version"":""v1"",""created"":""Mon, 1 Feb 1999 17:01:37 GMT""}]","2007-05-23"
"astro-ph/9902021","Massimo Cappi","M. Cappi (Istituto TeSRE-CNR, Bologna), M. Persic, S. Mariani, L.
  Bassani, L. Danese, A.J. Dean, G. DiCocco, A. Franceschini, L.K. Hunt, F.
  Matteucci, S. Molendi, E. Palazzi, G.G.C. Palumbo, Y. Rephaeli, P. Salucci,
  and A. Spizzichino","Diffuse Thermal Emission from Very Hot Gas in Starburst Galaxies:
  Spatial Results","5 Latex pages, 4 figures, uses psfig.sty. Accepted for publication in
  Advances in Space Research, in Proceedings of 32nd Sci. Ass. of COSPAR",,"10.1016/S0273-1177(99)00230-6",,"astro-ph",,"  New BeppoSAX observations of the nearby prototypical starburst galaxies NGC
253 and M82 are presented. A companion paper (Cappi et al.
1998;astro-ph/9809325) shows that the hard (2-10 keV) spectrum of both
galaxies, extracted from the source central regions, is best described by a
thermal emission model with kT ~ 6-9 keV and abundances ~ 0.1-0.3 solar. The
spatial analysis yields clear evidence that this emission is extended in NGC
253, and possibly also in M82. This quite clearly rules out a LLAGN as the main
responsible for their hard X-ray emission. Significant contribution from
point-sources (i.e. X-ray binaries (XRBs) and Supernovae Remnants (SNRs))
cannot be excluded; neither can we at present reliably estimate the level of
Compton emission. However, we argue that such contributions shouldn't affect
our main conclusion, i.e., that the BeppoSAX results show, altogether,
compelling evidence for the existence of a very hot, metal-poor interstellar
plasma in both galaxies.
","[{""version"":""v1"",""created"":""Mon, 1 Feb 1999 17:23:10 GMT""}]","2019-08-17"
"astro-ph/9902022","Massimo Cappi","M. Cappi (Istituto TeSRE-CNR, Bologna), L. Bassani, A. Comastri, M.
  Guainazzi, T. Maccacaro, G. Malaguti, G. Matt, G.G.C. Palumbo, P. Blanco, M.
  Dadina, D. Dal Fiume, G. Di Cocco, A.C. Fabian, F. Frontera, R. Maiolino, L.
  Piro, M. Trifoglio, and N. Zhang","BeppoSAX observations of Mkn 3: Piercing through the torus of a Seyfert
  2 galaxy","12 LateX pages, 10 figures, accepted for publication in Astronomy and
  Astrophysics",,,,"astro-ph",,"  A new BeppoSAX broad-band (0.6-150 keV) spectrum of the Seyfert 2 galaxy Mkn
3 is presented. The spectrum provides a direct measurement of a large, neutral
column of gas with Nh~10**24 cm**-2 in the source direction. The source, as
bright as 3C 273 above 10 keV, has a steep (Gamma~1.8) spectrum without any
evidence of a high-energy cutoff up to at least 150 keV. At lower energies, the
data are best modeled with the addition of an unabsorbed reflection component.
Combining these data with previous Ginga and ASCA observations, the Fe
K$_{\alpha}$ and reflection continuum indicate that the reprocessed emission is
responding slower than the intrinsic continuum variations suggesting a size of
the reprocessor >= 2 pc. Identifying such a reprocessor with a (close to
edge-on) obscuring torus, the overall result fits well into unified models
since, presumably, one can interpret the strong absorption as due to
transmission through the rim of the torus and the unabsorbed (directly viewed)
reflection component as due to reprocessing from the torus inner surface.
","[{""version"":""v1"",""created"":""Mon, 1 Feb 1999 17:38:13 GMT""}]","2007-05-23"
"astro-ph/9902023","Douglas L. Tucker","D.L. Tucker (FNAL), H. Lin (Steward Obs.), S. Shectman (OCIW)","The Universe on Very Large Scales: A View from the Las Campanas Redshift
  Survey","4 pages, 3 figures, in ""Wide Field Surveys in Cosmology,"" proceedings
  of the 14th IAP Astrophysics Colloquium, May 26-30, 1998",,,,"astro-ph",,"  The Las Campanas Redshift Survey (LCRS) is among the first galaxy redshift
surveys to sample a reasonably fair volume of the local Universe. On the
largest scales (>> 100/h Mpc), the galaxy distribution appears smooth; on
relatively small scales (<10/h Mpc), the LCRS tends to confirm the clustering
characteristics observed in previous, shallower surveys. Here, however, we
concern ourselves primarily with clustering on scales near the transition to
homogeneity (50-200/h Mpc). We conclude that the general evidence tends to
support enhanced clustering on ~ 100/h Mpc scales, but that this result should
be confirmed with additional analyses of the LCRS dataset (especially 2D
analyses) and with investigations of new and upcoming large-scale surveys
covering different regions and/or having different selection effects.
","[{""version"":""v1"",""created"":""Mon, 1 Feb 1999 18:15:47 GMT""}]","2007-05-23"
"astro-ph/9902024","Daniele Fargion","D. Fargion, B. Mele","Scattering of Ultrahigh Energy (UHE) Extragalactic Neutrinos onto Light
  Relic Neutrinos in Galactic HDM Halo Overcoming the GZK Cut off","5 pages, 1Tab, 1Fig; conference IDM 98,Buxton UK. Affiliation data
  updated. Replaced Updated Tab n.5",,,"preprint INFN 1237, 4/1/99","astro-ph hep-ex hep-ph",,"  The rarest cosmic rays above the GZK cut'off $(E_{CR} \tilde{>} 10^{19} \div
10^{20} eV)$ are probably born at cosmic distances ($\tilde{>}$ tens Mpc) by
AGNs (QSRs, BLac, Blazars...). Their puzzling survival over $2.75 K^o$ BBR
radio waves opacities (the ``GZK cut off'') might find a natural explanation if
the traveling primordial cosmic rays were UHE neutrinos (born by UHE photopion
decay) which are transparent to $\gamma$ or $\nu$ BBR. These UHE$% \nu$ might
scatter onto those (light and cosmological) relic neutrinos clustered around
our galactic halo.
  The branched chain reactions from a primordial nucleon (via photoproduction
of pions and decay to UHE neutrinos) toward the consequent beam dump scattering
on galactic relic neutrinos is at least three order of magnitude more efficient
than any known neutrino interactions with Earth atmosphere or direct nucleon
propagation. Therefore the rarest cosmic rays (as the 320 EeV event) might be
originated at far $(\tilde{>} 100 Mpc)$ distances (as Seyfert galaxy MCG
8-11-11). The needed UHE radiation power is in rough agreement with the NCG
8-11-11 observed in MeV gamma energy total output power. The final chain
products observed on Earth by the Fly's Eye detector might be mainly neutron
and antineutrons as well as, at later stages, protons and antiprotons. These
hadronic products are most probably secondaries of $W^+ W^-$ or $ZZ$ pair
productions and might be consistent with the last AGASA discoveries of 6
doublet and one triplet event.
","[{""version"":""v1"",""created"":""Mon, 1 Feb 1999 18:18:09 GMT""},{""version"":""v2"",""created"":""Wed, 3 Feb 1999 15:01:08 GMT""},{""version"":""v3"",""created"":""Tue, 23 Feb 1999 13:44:04 GMT""},{""version"":""v4"",""created"":""Wed, 24 Feb 1999 19:47:48 GMT""}]","2007-05-23"
"astro-ph/9902025","David A. Neufeld","David A. Neufeld (JHU)","Far-Infrared and Submillimeter Observations of High Redshift Galaxies","10 pages, LaTeX, including 5 postscript figures, and requiring
  aipproc.sty and epsfig.sty. To appear in the proceedings of the 9th Annual
  October Astrophysics Conference in Maryland, ``After the Dark Ages: When
  Galaxies were Young"", edited by S. S. Holt and E. P. Smith",,"10.1063/1.58629",,"astro-ph",,"  Observations at far-infrared and submillimeter wavelengths promise to
revolutionize the study of high redshift galaxies and AGN by providing a unique
probe of the conditions within heavily extinguished regions of star formation
and nuclear activity. Observational capabilities in this spectral region will
expand greatly in the next decade as new observatories are developed both in
space and on the ground. These facilities include the Space Infrared Telescope
Facility (SIRTF), the far-infrared and submillimeter telescope (FIRST), and the
millimeter array (MMA). In the longer term, the requirements of high angular
resolution (comparable to that of HST), full wavelength coverage, and high
sensitivity (approaching the fundamental limit imposed by photon counting
statistics) will motivate the development of far-IR and submillimeter space
interferometry using cold telescopes and incoherent detector arrays.
","[{""version"":""v1"",""created"":""Mon, 1 Feb 1999 19:43:12 GMT""}]","2009-10-31"
