"astro-ph/9912408",,"David M. Goldberg (Princeton University) & David N. Spergel (Princeton
  University)","Using Perturbative Least Action to Recover Cosmological Initial
  Conditions","24 pages, 6 postscript figures. Accepted for publication in
  Astrophysical Journal","Astrophys.J.544:21,2000","10.1086/317182",,"astro-ph",,"  We introduce a new method for generating initial conditions consistent with
highly nonlinear observations of density and velocity fields. Using a variant
of the Least Action method, called Perturbative Least Action (PLA), we show
that it is possible to generate several different sets of initial conditions,
each of which will satisfy a set of highly nonlinear observational constraints
at the present day. We then discuss a code written to test and apply this
method and present the results of several simulations.
","[{""version"":""v1"",""created"":""Sun, 19 Dec 1999 19:03:32 GMT""},{""version"":""v2"",""created"":""Mon, 17 Apr 2000 13:53:24 GMT""}]","2011-02-11"
"astro-ph/9912409","Maura McLaughlin","M. A. McLaughlin & J. M. Cordes","The Gamma Ray Pulsar Population","32 pages, including figures. submitted to ApJ",,"10.1086/309174",,"astro-ph",,"  We apply a likelihood analysis to pulsar detections, pulsar upper limits, and
diffuse background measurements from the OSSE and EGRET instruments on the
Compton Gamma Ray Observatory to constrain the luminosity law for gamma-ray
pulsars and some properties of the gamma-ray pulsar population. We find that
the dependence of luminosity on spin period and dipole magnetic field is much
steeper at OSSE than at EGRET energies (50-200 keV and >100 MeV, respectively),
suggesting that different emission mechanisms are responsible for low- and
high-energy gamma-ray emission. Incorporating a spin-down model and assuming a
pulsar spatial distribution, we estimate the fraction of the Galactic gamma-ray
background due to unidentified pulsars and find that pulsars may be an
important component of the OSSE diffuse flux, but are most likely not important
at EGRET energies. Using measurements of the diffuse background flux from these
instruments, we are able to place constraints on the braking index, initial
spin period, and magnetic field of the Galactic pulsar population. We are also
able to constrain the pulsar birthrate to be between 1/(25 yr) and 1/(500 yr).
Our results are based on a large gamma-ray beam, but they do not scale in a
simple way with beam size. With our assumed beam size, the implied gamma-ray
efficiency for the EGRET detections is no more than 20%. We estimate that about
20 of the 169 unidentified EGRET sources are probably gamma-ray pulsars. We use
our model to predict the pulsar population that will be seen by future
gamma-ray instruments and estimate that GLAST will detect roughly 750 gamma-ray
pulsars as steady sources, only 120 of which are currently known radio pulsars.
","[{""version"":""v1"",""created"":""Sun, 19 Dec 1999 21:36:18 GMT""},{""version"":""v2"",""created"":""Mon, 21 Feb 2000 20:31:10 GMT""}]","2009-10-31"
"astro-ph/9912410","Maura McLaughlin","M. A. McLaughlin, J. M. Cordes, T. H. Hankins, & D. A. Moffett","A VLA Search for the Geminga Pulsar: A Bayesian Limit on a Scintillating
  Source","27 pages, including figures. Published in ApJ","1999 ApJ 512, 929","10.1086/306807",,"astro-ph",,"  We derive an upper limit of 3 mJy (95% confidence) for the flux density at
317 MHz of the Geminga pulsar (J0633+1746). Our results are based on 7 hours of
fast-sampled VLA data, which we averaged synchronously with the pulse period
using a period model based on CGRO/EGRET gamma-ray data. Our limit accounts for
the fact that this pulsar is most likely subject to interstellar scintillations
on a timescale much shorter than our observing span. Our Bayesian method is
quite general and can be applied to calculate the fluxes of other scintillated
sources. We also present a Bayesian technique for calculating the flux in a
pulsed signal of unknown width and phase.
  Comparing our upper limit of 3 mJy with the quoted flux density of Geminga at
102 MHz, we calculate a lower limit to its spectral index of 2.7. We discuss
some possible reasons for Geminga's weakness at radio wavelengths, and the
likelihood that many of the unidentified EGRET sources are also radio-quiet or
radio-weak Geminga-like pulsars.
","[{""version"":""v1"",""created"":""Sun, 19 Dec 1999 22:13:14 GMT""}]","2016-08-30"
"astro-ph/9912411","John Hibbard","J. E. Hibbard (NRAO), W. D. Vacca (IfA), M. S. Yun (NRAO)","The Neutral Hydrogen Distribution in Merging Galaxies: Differences
  between Stellar and Gaseous Tidal Morphologies","16 pages, 5 figures, uses emulateapj.sty. To appear in the March 2000
  issue of AJ. Version with full resolution figures is available via
  http://www.cv.nrao.edu/~jhibbard/HIdisp/HIdisp.html",,"10.1086/301263",,"astro-ph",,"  We have mapped the neutral atomic gas (HI) in the three disk-disk merger
systems NGC 520, Arp 220, and Arp 299. These systems differ from the majority
of the mergers mapped in HI, in that their stellar and gaseous tidal features
do not coincide. In particular, they exhibit large stellar tidal features with
little if any accompanying neutral gas and large gas-rich tidal features with
little if any accompanying starlight. On smaller scales, there are striking
anti-correlations where the gaseous and stellar tidal features appear to cross.
We explore several possible causes for these differences, including dust
obscuration, ram pressure stripping, and ionization effects. No single
explanation can account for all of the observed differences. The fact that each
of these systems shows evidence for a starburst driven superwind expanding in
the direction of the most striking anti-correlations leads us to suggest that
the superwind is primarily responsible for the observed differences, either by
sweeping the features clear of gas via ram pressure, or by excavating a clear
sightline towards the starburst and allowing UV photons to ionize regions of
the tails.
","[{""version"":""v1"",""created"":""Mon, 20 Dec 1999 05:11:41 GMT""}]","2009-10-31"
"astro-ph/9912412","Evan S. Scannapieco","Tom Broadhurst, Evan Scannapieco","Detecting the Gravitational Redshift of Cluster Gas","6 pages, 3 figures, accepted to the Astrophysical Journal Letters",,"10.1086/312630",,"astro-ph",,"  We examine the gravitational redshift of radiation emitted from within the
potential of a cluster. Spectral lines from the intracluster medium (ICM) are
redshifted in proportion to the emission-weighted mean potential along the line
of sight, amounting to approximately 50 km/s at a radius of 100 kpc/h, for a
cluster dispersion of 1200 km/s. We show that the relative redshifts of
different ionization states of metals in the ICM provide a unique probe of the
three-dimensional matter distribution. An examination of the reported peculiar
velocities of cD galaxies in well studied Abell clusters reveals they are
typically redshifted by an average of $\sim +200$ km/s. This can be achieved by
gravity with the addition of a steep central potential associated with the cD
galaxy. Note that in general gravitational redshifts cause a small overestimate
of the recessional velocities of clusters by an average of $\sim$ 20 km/s.
","[{""version"":""v1"",""created"":""Mon, 20 Dec 1999 05:36:31 GMT""},{""version"":""v2"",""created"":""Fri, 18 Feb 2000 03:15:26 GMT""},{""version"":""v3"",""created"":""Wed, 8 Mar 2000 22:44:33 GMT""}]","2009-10-31"
"astro-ph/9912413","Zanotti Olindo","F. de Felice (University of Padova) and O.Zanotti (Sissa)","Jet dynamics in black hole physics: acceleration during subparsec
  collimation","39 pages, 14 figures, accepted for publication on the General
  Relativity and Gravitation","Gen.Rel.Grav. 32 (2000) 1449-1472","10.1023/A:1001925916715",,"astro-ph gr-qc",,"  We study the processes of particle acceleration which take place in the field
of a rotating black hole as part of a mechanism of formation of galactic jets
within the first parsec from the central source, where gravitation is supposed
to be dominant. We find the Lorentz factor that a stream of particles acquires
as function of distance, when the orbital parameters vary slightly due to a
local electromagnetic field or a pressure gradient.
","[{""version"":""v1"",""created"":""Mon, 20 Dec 1999 07:22:24 GMT""}]","2015-06-24"
"astro-ph/9912414","Norimasa Sugiura","Norimasa Sugiura, Ken-ichi Nakao, Daisuke Ida, Nobuyuki Sakai and
  Hideki Ishihara","How Do Nonlinear Voids Affect Light Propagation ?","To appear in Prog. Theor. Phys. 103","Prog.Theor.Phys. 103 (2000) 73-89","10.1143/PTP.103.73",,"astro-ph",,"  Propagation of light in a clumpy universe is examined. As an inhomogeneous
matter distribution, we take a spherical void surrounded by a dust shell where
the ``lost mass'' in the void is compensated by the shell. We study how the
angular-diameter distance behaves when such a structure exists. The
angular-diameter distance is calculated by integrating the Raychaudhuri
equation including the shear. An explicit expression for the junction condition
for the massive thin shell is calculated. We apply these results to a dust
shell embedded in a Friedmann universe and determine how the distance-redshift
relation is modified compared with that in the purely Friedmann universe. We
also study the distribution of distances in a universe filled with voids. We
show that the void-filled universe gives a larger distance than the FRW
universe by $\sim 5%$ at $z \sim 1$ if the size of the void is $\sim 5%$ of the
Horizon radius.
","[{""version"":""v1"",""created"":""Mon, 20 Dec 1999 08:07:31 GMT""}]","2009-10-31"
"astro-ph/9912415","Thomas R. Geballe","T. R. Geballe (Gemini Observatory, Hilo, HI), F. Najarro (Instituto de
  Estructura de la Materia, CSIC, Madrid, Spain), D. F. Figer (Space Telescope
  Science Institute, Baltimore, MD)","A Second Luminous Blue Variable in the Quintuplet Cluster","Accepted for publication in The Astrophysical Journal Letters, 4
  PostScript figures, 2 tables",,"10.1086/312501",,"astro-ph",,"  H and K band moderate resolution and 4 $\mu$m high resolution spectra have
been obtained for FMM#362, a bright star in the Quintuplet Cluster near the
Galactic Center. The spectral features in these bands closely match those of
the Pistol Star, a luminous blue variable and one of the most luminous stars
known. The new spectra and previously-obtained photometry imply a very high
luminosity for FMM#362, L $\geq 10^6$ \Lsun, and a temperature of 10,000 -
13,000 K. Based on its luminosity, temperature, photometric variability, and
similarities to the Pistol Star, we conclude that FMM#362 is a luminous blue
variable.
","[{""version"":""v1"",""created"":""Mon, 20 Dec 1999 09:22:40 GMT""}]","2009-10-31"
"astro-ph/9912416","Daniel Thomas","Daniel Thomas, Laura Greggio, & Ralf Bender","Stellar yields and chemical evolution - The solar neighborhood as a
  calibrator","6 pages, 2 figs., to appear in 'The chemical evolution of the Milky
  Way: stars vs clusters', F. Giovannelli & F. Matteucci, proceedings of the
  Vulcano Workshop, Sep. 1999",,,,"astro-ph",,"  Uncertainties in stellar nucleosynthesis and their impact on models of
chemical evolution are discussed. Comparing the Type II supernova
nucleosynthesis prescriptions from Woosley & Weaver (1995) and Thielemann,
Nomoto, & Hashimoto (1996), it turns out that the latter predict higher Mg/Fe
ratios that are more favorable in reproducing the observed abundance features
of the Milky Way. Provided that chemical evolution models are calibrated on the
solar neighborhood, they offer a powerful tool to constrain structure
formation. In particular, galaxy formation models that yield star formation
histories significantly longer than 1 Gyr fail to reproduce the super-solar
Mg/Fe ratios observed in elliptical galaxies.
","[{""version"":""v1"",""created"":""Mon, 20 Dec 1999 11:25:19 GMT""}]","2007-05-23"
"astro-ph/9912417","Robert Braun","Robert Braun (NFRA) and Butler Burton (Leiden Univ.)","High-resolution imaging of compact high-velocity clouds","23 page LaTeX, 15 PS figures. Submitted to A&A",,,,"astro-ph",,"  Six examples of the compact, isolated high-velocity HI clouds (CHVCs)
identified by Braun and Burton (1999) have been imaged with the WSRT. The 65
confirmed objects in this class define a dynamically cold system, with a global
minimum for the velocity dispersion of only 70 km/s, found in the Local Group
Standard of Rest, while in-falling at 100 km/s toward the LG barycenter. These
objects have a characteristic morphology, in which several compact cores are
embedded in a diffuse halo. The compact cores typically account for 40% of the
HI line flux while covering some 15% of the source area. The cores are the cool
condensed phase of HI, the CNM, with temp. near 100 K, while the halos appear
to be a shielding column of warm diffuse HI, the WNM, with temp. near 8000 K.
We detect a core with one of the narrowest HI emission lines ever observed,
with intrinsic FWHM of 2 km/s and 75 K brightness. From a comparison of column
and volume densities we derive a distance in the range 0.5 to 1 Mpc. We
determine a metallicity for this same object of 0.04 to 0.07 solar. Comparably
high distances are implied by demanding the stability of objects with multiple
cores, which show relative velocities as large as 70 km/s on 30 arcmin scales.
Many compact cores show systematic velocity gradients along the major axis of
their elliptical extent which are consistent with circular rotation. Several of
the derived rotation curves are well-fit by Navarro, Frenk, and White (1997)
cold dark matter profiles. These kinematic signatures imply a high
dark-to-visible mass ratio of 10-50, for D=0.7Mpc, which scales as 1/D. The
implied dark matter halos dominate the mass volume density within the central 2
kpc (10 arcmin) of each source, providing a sufficent hydrostatic pressure to
allow local CNM condensation. (abridged)
","[{""version"":""v1"",""created"":""Mon, 20 Dec 1999 11:38:58 GMT""}]","2007-05-23"
"astro-ph/9912418","Jes Madsen","Jes Madsen (University of Aarhus)","Probing strange stars and color superconductivity by r-mode
  instabilities in millisecond pulsars","5 pages (REVTeX), incl. 3 figures. Version to appear in Phys Rev
  Lett. Extra viscosity contributions added in Fig.2. Other minor changes","Phys.Rev.Lett. 85 (2000) 10-13","10.1103/PhysRevLett.85.10",,"astro-ph gr-qc hep-ph nucl-th",,"  R-mode instabilities in rapidly rotating quark matter stars (strange stars)
lead to specific signatures in the evolution of pulsars with periods below 2.5
msec, and may explain the apparent lack of very rapid pulsars. Existing data
seem consistent with pulsars being strange stars with a normal quark matter
phase surrounded by an insulating nuclear crust. In contrast, quark stars in a
color-flavor-locked (CFL) phase are ruled out. Two-flavor color
superconductivity (2SC) is marginally inconsistent with pulsar data.
","[{""version"":""v1"",""created"":""Mon, 20 Dec 1999 13:31:05 GMT""},{""version"":""v2"",""created"":""Tue, 6 Jun 2000 07:21:01 GMT""}]","2009-10-31"
"astro-ph/9912419","Agnieszka Janiuk","Agnieszka Janiuk, Piotr T. Zycki, Bozena Czerny","The role of advection in the accreting corona model for active galactic
  nuclei and Galactic black holes","12 pages, 8 figures, accepted to MNRAS",,"10.1046/j.1365-8711.2000.03312.x",,"astro-ph",,"  We consider the role of advection in the two-temperature accreting corona
with an underlying optically thick disc. The properties of coronal solutions
depend significantly on the description of advection. Local parameterization of
advection by a constant coeficient $\delta$ replacing the radial derivatives
lead to complex topology of solutions, similar to some extent to other
advection-dominated accretion flow solutions. One, radiatively cooled branch
exists for low accertion rates. For higher accretion rates two solutions exist
in a broad range of radii: one is radiatively cooled and the other one is
advection-dominated. With further increase of accretion rate the radial
extensions of the two solutions shrink and no solutions are found above certain
critical value. However, these trends change if the local parameterization of
advection is replaced by proper radial derivatives computed iteratively from
the model. Only one, radiatively cooled solution remains, and it exists even
for high accretion rates. The advection-dominated branch disappears during the
iteration process which means that a self-consistently described
advection-dominated flow cannot exist in the presence of an underlying cold
disc.
","[{""version"":""v1"",""created"":""Mon, 20 Dec 1999 13:36:32 GMT""}]","2009-10-31"
