"astro-ph/9910521","Francois Cuisinier","F. Cuisinier, W.J. Maciel, J. K\""oppen, A. Acker, and B. Stenholm","Observations of planetary nebulae in the Galactic Bulge","14 pages, 7 figures, 3 tables. Astronomy and Astrophysics, in press",,,,"astro-ph",,"  High quality spectrophotometric observations of 30 Planetary Nebulae in the
Galactic Bulge have been made. Accurate reddenings, plasma parameters, and
abundances of He,O,N,S,Ar,Cl are derived.
  We find the abundances of O,S,Ar in the Planetary Nebulae in the Galactic
Bulge to be comparable with the abundances of the Planetary Nebulae in the
Disk, high abundances being maybe slightly more frequent in the Bulge.
  The distribution of the N/O ratio does not present in the Galactic Bulge
Planetary Nebulae the extension to high values that it presents in the Disk
Planetary Nebulae. We interpret this as a signature of the greater age of Bulge
Planetary Nebulae.
  We thus find the Bulge Planetary Nebulae to be an old population, slightly
more metal-rich than the Disk Planetary Nebulae. The population of the Bulge
Planetary Nebulae shows hence the same characteristics than the Bulge stellar
population.
","[{""version"":""v1"",""created"":""Thu, 28 Oct 1999 16:17:42 GMT""}]","2007-05-23"
"astro-ph/9910522","Maria Messineo","M. Bellazzini, M. Messineo","HST - WFPC2 photometry of the globular cluster ngc 288: binary systems,
  blue stragglers and very blue stars","6 pages, 3 figures, in press in the chemical evolution of the Milky
  Way: stars versus clusters, F. Matteucci and F. Giovannelli eds, Kluwer",,"10.1007/978-94-010-0938-6_20",,"astro-ph",,"  We report on new WFPC2 observations of the globular cluster NGC 288, focusing
our attention on peculiar stars. A very pronounced binary sequence, paralleling
the ordinary Main Sequence (MS) is clearly observed in the Color Magnitude
Diagram (CMD) and a huge relative fraction of Blue Straggler Stars is measured.
The dataset offers the opportunity of studying the evolution of a large
population of binaries (and binary evolution by-products) in a low density
environment, where the evolution of such systems is not dominated by collisions
and encounters. Three (very) Extreme Horizontal Branch Stars have been found,
all lying outside of the cluster core.
","[{""version"":""v1"",""created"":""Thu, 28 Oct 1999 16:21:35 GMT""}]","2016-01-27"
"astro-ph/9910523","Lori M. Lubin","L.M. Lubin (Caltech), C.D. Fassnacht (NRAO), A.C.S. Readhead
  (Caltech), R.D. Blandford (Caltech), T. Kundic (Rentec)","A Keck Survey of Gravitational Lens Systems: I. Spectroscopy of SBS
  0909+532, HST 1411+5211, and CLASS B2319+051","Accepted for publication in Astronomical Journal. 21 pages, including
  7 figures",,"10.1086/301229",,"astro-ph",,"  We present new results from a continuing Keck program to study gravitational
lens systems. We have obtained redshifts for three lens systems, SBS 0909+532,
HST 1411+5211, and CLASS B2319+051. For all of these systems, either the source
or lens redshift (or both) has been previously unidentified. We find (z_l, z_s)
= (0.830, 1.377) for SBS 0909+532; (z_l, z_s) = (0.465, 2.811) for HST
1411+5211, although the source redshift is still tentative; and (z_l1, z_l2) =
(0.624, 0.588) for the two lensing galaxies in CLASS B2319+051. The background
radio source in B2319+051 has not been detected optically; its redshift is,
therefore, still unknown. We find that the spectral features of the central
lensing galaxy in all three systems are typical of an early-type galaxy. The
observed image splittings in SBS 0909+532 and HST 1411+5211 imply that the
masses within the Einstein ring radii of the lensing galaxies are 1.4 x 10^{11}
and 2.0 x 10^{11} h^{-1} M_sun, respectively. The resulting B band
mass-to-light ratio for HST 1411+5211 is 41.3 +/- 1.2 h (M/L)_sun, a factor of
5 times higher than the average early-type lensing galaxy. This large
mass-to-light is almost certainly the result of the additional mass
contribution from the cluster CL 3C295 at z = 0.46. For the lensing galaxy in
SBS 0909+532, we measure (M/L)_B = 4^{+11}_{-3} h (M/L)_sun where the large
errors are the result of significant uncertainty in the galaxy luminosity.
While we cannot measure directly the mass-to-light ratio of the lensing galaxy
in B2319+051, we estimate that (M/L)_B is between 3-7 h (M/L)_sun.
","[{""version"":""v1"",""created"":""Thu, 28 Oct 1999 17:31:46 GMT""}]","2009-10-31"
"astro-ph/9910524","Andrew E. Dolphin","A. E. Dolphin","The Star Formation Histories of Two Northern LMC Fields","8 pages, 11 figures Accepted for publication in MNRAS",,"10.1046/j.1365-8711.2000.03197.x",,"astro-ph",,"  Ground-based UBV photometry of two fields in the northern disk of the LMC are
presented. A distance modulus of (m-M)_0 = 18.41 +/- 0.04 and an extinction of
A_V = 0.30 +/- 0.05 has been calculated for these fields. The measurable star
formation history of the LMC began no more than 12 Gyr ago with a strong star
forming episode with [Fe/H] = -1.63 +/- 0.10 that accounted for approximately
half (by mass) of the LMC's total star formation in the first 3 Gyr. The data
does not give accurate star formation rates during intermediate ages, but there
appears to have been a recent increase in the star formation rate in these
fields, beginning approximately 2.5 Gyr ago, with the current metallicity in
the region being [Fe/H] = -0.38 +/- 0.10. The two fields have had very similar
star formation rates until 200 Myr ago, at which point one shows a large
increase.
","[{""version"":""v1"",""created"":""Thu, 28 Oct 1999 17:22:51 GMT""}]","2009-10-31"
"astro-ph/9910525","Eric Gotthelf","E.V. Gotthelf (Columbia), G. Vasisht (Caltech), K. Torii (NASDA) and
  B.M. Gaensler (MIT)","A New Pulsar/SNR Pair: AX J1845-0258 in G29.6+0.1","4 pages, to appear in the proceedings of the Bologna Conference on
  ""X-ray Astronomy 1999: Stellar Endpoints, AGNs and the Diffuse X-ray
  Background"" (Astroph. Lett. and Comm.)",,"10.1063/1.1434658",,"astro-ph",,"  We present a follow-up X-ray and radio study of the field containing the 7-s
X-ray pulsar AX J1845-0258, the serendipitous ASCA source whose characteristics
are found to be similar to those of the anomalous X-ray pulsars (AXPs). Newly
acquired ASCA data confirms a dramatic reduction in flux from the pulsar and
reveals instead a faint X-ray point source, AX J184453.3-025642, within the
pulsar's error circle. This X-ray source is surrounded by a partial shell of
emission coincident with a newly discovered young shell-type radio supernova
remnant, G29.6+0.1. The central X-ray source is too faint to provide a
detection of the expected pulsations which might confirm AX J184453.3-025642 as
the pulsar. We argue that this system is similar to that of RCW 103, another
AXP-like object whose central source displays low/high flux states (but no
pulsations). The alternative interpretation of a binary system, perhaps
associated with a supernova remnant, is still possible. In either case, this
result may have profound implication on the evolution of young neutron stars.
","[{""version"":""v1"",""created"":""Thu, 28 Oct 1999 18:34:21 GMT""}]","2009-10-31"
"astro-ph/9910526","Eric A. Richards","E. A. Richards","The Nature of Radio Emission from Distant Galaxies","dissertation summary to be published in PASP, sucessfully defended on
  May 19, 1999 at the University of Virginia, committee composed of R. W.
  O'Connell (UVa), K. I. Kellermann (NRAO), E. B Fomalont (NRAO), T. X. Thuan
  (UVa), P. Humphreys (UVa), and J. Wall (Oxford)",,"10.1086/316588",,"astro-ph",,"  I describe an observational program aimed at understanding the radio emission
from distant, rapidly evolving galaxy populations. These observations were
carried out at 1.4 and 8.5 GHz with the VLA centered on the Hubble Deep Field.
Further MERLIN observations of the HDF region at 1.4 GHz provided an angular
resolution of 0.2"" and when combined with the VLA data produced an image with
an unprecedented rms noise of 4 $\mu$Jy. All radio sources detected in the VLA
complete sample are resolved with a median angular size of 1-2"". The
differential count of the radio sources is marginally sub-Euclidean ($\gamma$ =
-2.4 $\pm$ 0.1) and fluctuation analysis suggests nearly 60 sources per
arcmin$^2$ are present at the 1 $\mu$Jy level. A correlation analysis indicates
spatial clustering among the 371 radio sources on angular scales of 1- 40
arcmin.
  Optical identifications are made primarily with bright (I = 22) disk systems
composed of irregulars, peculiars, interacting/merging galaxies, and a few
isolated field spirals. Available redshifts span the range 0.2 - 3. These clues
coupled with the steep spectral index of the 1.4 GHz selected sample are
indicative of diffuse synchrotron radiation in distant galactic disks. Thus the
evolution in the microjansky radio population is driven principally by
star-formation.
  I have isolated a number of optically faint radio sources (about 25% of the
overall sample) which remain unidentified to I = 26-28 in the HDF and flanking
optical fields. Several of these objects have extremely red counterparts and
constitute a new class of radio sources which are candidate high-z dusty
protogalaxies.
","[{""version"":""v1"",""created"":""Thu, 28 Oct 1999 21:27:11 GMT""}]","2009-10-31"
"astro-ph/9910527","Silviu Podariu","Silviu Podariu and Bharat Ratra","Supernovae Ia Constraints on a Time-Variable Cosmological ""Constant""","Accepted for publication in ApJ","Astrophys.J. 532 (2000) 109-117","10.1086/308575","KSUPT-99/6","astro-ph",,"  The energy density of a scalar field $\phi$ with potential $V(\phi) \propto
\phi^{-\alpha}$, $\alpha > 0$, behaves like a time-variable cosmological
constant that could contribute significantly to the present energy density.
Predictions of this spatially-flat model are compared to recent Type Ia
supernovae apparent magnitude versus redshift data. A large region of model
parameter space is consistent with current observations. (These constraints are
based on the exact scalar field model equations of motion, not on the widely
used time-independent equation of state fluid approximation equations of
motion.) We examine the consequences of also incorporating constraints from
recent measurements of the Hubble parameter and the age of the universe in the
constant and time-variable cosmological constant models. We also study the
effect of using a non-informative prior for the density parameter.
","[{""version"":""v1"",""created"":""Thu, 28 Oct 1999 21:35:15 GMT""}]","2009-10-31"
"astro-ph/9910528","Wen Xu","Wen Xu, Li-Zhi Fang, Xiang-Ping Wu","Virialization of Galaxy Clusters and Beyond","AAS Latex file, 22 pages+ 14 figures, accepted for publication in ApJ",,"10.1086/308596",,"astro-ph",,"  Using samples of structures identified by a multi-scale decomposition from
numerical simulation, we analyze the scale-dependence of the virialization of
clusters. We find that beyond the scale of full virialization there exists a
radius range over which clusters are quasi-virialized, i.e. while the internal
structure of an {\it individual} cluster is at substantial departure from
dynamical relaxation, some {\it statistical} properties of the multi-scale
identified clusters are approximately the same as those for the virialized
systems. The dynamical reason of the existence of quasi-virialization is that
some of the scaling properties of dynamically relaxed systems of cosmic
gravitational clustering approximately hold beyond the full virialization
regime. The ""individual-statistical"" duality of the quasi-virialization
provides an explanation of the observed puzzle that the total masses of
clusters derived from virial theorem are statistically the same as the
gravitational lensing determined masses, in spite of the presence of irregular
configuration and substructures in individual clusters. It also explains the
tight correlation between the velocity dispersion of optical galaxies and the
temperature of X-ray emitting gas. Consequently, the virial mass estimators
based on the assumptions of isothermal and hydrostatic model are statistically
applicable to scales on which the clusters are quasi-virialized. In the
quasi-virialization regime, the temperature functions of clusters also show
scaling. This feature is a useful discriminator among cosmological models.
","[{""version"":""v1"",""created"":""Thu, 28 Oct 1999 23:25:00 GMT""}]","2009-10-31"
"astro-ph/9910529","Raul Jimenez","Paolo Padoan (Harvard), Raul Jimenez (IfA, Edinburgh), James Dunlop
  (IfA, Edinburgh)","Primordial Proto-Galaxies","Submitted to MNRAS",,,,"astro-ph",,"  The first stars to form in protogalaxies must have primordial chemical
composition. We refer to a protogalaxy that is forming stars of primordial
composition, or very low metallicity ($Z\le 0.01 Z_{\odot}$), as ``Primordial
Proto-Galaxy'' (PPG). PPGs contain little or no dust, and therefore their
spectral energy distribution can be modelled from the rest-frame ultraviolet to
the infrared without accounting for dust extinction and emission. We present
the results of computing the photometric properties of high redshift PPGs at
near-d-to-mid infrared wavelengths, that will soon be available with the new
generation of infrared space telescopes, such as SIRTF and the NGST. We show
that: i) PPGs at very high redshift (5<z<10) should be easily selected from
deep near/mid IR surveys with a colour-colour criterion; ii) PPGs at redshift
5<z<10 can be detected at 8 $\mu$m with the NGST, if they have a constant star
formation rate of at least 100 M$_{\odot}/$yr; iii) once the redshift of a PPG
photometric candidate is determined, its near-to-mid infrared colors should
provide strong constraints on the stellar IMF at zero or very low metallicity.
","[{""version"":""v1"",""created"":""Fri, 29 Oct 1999 00:01:26 GMT""}]","2007-05-23"
"astro-ph/9910530","Duncan K. Galloway","D.K. Galloway, K. Wu","X-ray Beaming in the High Magnetic Field Pulsar GX 1+4","4 pages, 1 figure; submitted to proceedings for the ""X-ray '99:
  Stellar Endpoints, AGN and the Diffuse Background"" conference, Bologna, Italy
  Sep 6-10, 1999",,,,"astro-ph",,"  Pulse profiles from X-ray pulsars often exhibit strong energy dependence and
both periodic and aperiodic variations with time. The great variety of profiles
observed in various sources, and even from individual sources, makes it
difficult to separate the numerous factors influencing the phase-dependence of
the X-ray emission. These factors include the system geometry and particularly
the photon energy and angle dependence of emission about the neutron star
poles.
  Comptonisation may play an important role in determining beam patterns and
hence pulse profiles in X-ray pulsars. A Monte Carlo simulation is used to
investigate the beaming due to Comptonisation in a simple accretion column
geometry. We apply the model to the extremely variable pulse profiles of the
high-magnetic field pulsar GX 1+4.
","[{""version"":""v1"",""created"":""Fri, 29 Oct 1999 10:49:19 GMT""}]","2007-05-23"
