"astro-ph/9910134","Ali A. Kinkhabwala","A. Kinkhabwala (Princeton University) and S. E. Thorsett (UCSC)","Multifrequency Observations of Giant Radio Pulses from the Millisecond
  Pulsar B1937+21","21 pages, 10 Postscript figures; LaTeX with aaspp4.sty and epsf.tex;
  submitted to ApJ",,"10.1086/308844",,"astro-ph",,"  Giant pulses are short, intense outbursts of radio emission with a power-law
intensity distribution that have been observed from the Crab Pulsar and PSR
B1937+21. We have undertaken a systematic study of giant pulses from PSR
B1937+21 using the Arecibo telescope at 430, 1420, and 2380 MHz. At 430 MHz,
interstellar scattering broadens giant pulses to durations of $\sim50 \mu$secs,
but at higher frequencies the pulses are very short, typically lasting only
$\sim1$-$2 \mu$secs. At each frequency, giant pulses are emitted only in narrow
($\lsim10 \mu$s) windows of pulse phase located $\sim 55$-$70 \mu$sec after the
main and interpulse peaks. Although some pulse-to-pulse jitter in arrival times
is observed, the mean arrival phase appears stable; a timing analysis of the
giant pulses yields precision competitive with the best average profile timing
studies. We have measured the intensity distribution of the giant pulses,
confirming a roughly power-law distribution with approximate index of -1.8,
contributing $\gsim0.1%$ to the total flux at each frequency. We also find that
the intensity of giant pulses falls off with a slightly steeper power of
frequency than the ordinary radio emission.
","[{""version"":""v1"",""created"":""Thu, 7 Oct 1999 17:15:58 GMT""}]","2009-10-31"
"astro-ph/9910142","Luca Ciotti","A. D'Ercole, S. Recchi, L. Ciotti","Effects of tidal interactions on the gas flows of elliptical galaxies","21 pages, 8 figures, to be published in ApJ (main journal)","BAP-10-1999-22-OAB","10.1086/308689",,"astro-ph",,"  During a Hubble time, cluster galaxies may undergo several mutual encounters
close enough to gravitationally perturb their hot, X-ray emitting gas flows. We
ran several 2D, time dependent hydrodynamical models to investigate the effects
of such perturbations on the gas flow inside elliptical galaxies. In
particular, we studied in detail the modifications occurring in the scenario
proposed by D'Ercole et al. (1989), in which the galactic interstellar medium
produced by the aging galactic stellar population, is heated by SNIa at a
decreasing rate. We find that, although the tidal interaction in our models
lasts less than 1 Gyr, its effect extends over several Gyrs. The tidally
induced turbulent flows create dense filaments which cool quickly and accrete
onto the galactic center, producing large spikes in the global Lx. Once this
mechanism starts, it is fed by gravity and amplified by SNIa. In cooling flow
models without supernovae the amplitude of the Lx fluctuations due to the tidal
interaction is substantially reduced. We conclude that, if SNIa significantly
contribute to the energetics of the gas flows in ellipticals, then the observed
spread in the Lx-Lb diagram may be caused, at least in part, by this mechanism.
On the contrary, tidal interactions cannot be responsible for the observed
spread if the pure cooling flow scenario applies (abridged).
","[{""version"":""v1"",""created"":""Thu, 7 Oct 1999 17:05:52 GMT""}]","2009-10-31"
"astro-ph/9910143","Nikolaus Neininger","N. Neininger (RAIUB)","The High-Resolution OTF Survey of the 12CO in M 31","8 pages, 3 figures, needs paspconf.sty; Invited Talk at the
  conference ""Imaging at Radio through Submillimeter Wavelengths"", Tucson, June
  99",,,,"astro-ph",,"  We are performing a fully sampled survey of the 12CO(1-0) line emission of
the nearby galaxy M 31 with the IRAM 30-m telescope. The resolution obtained is
23"" which corresponds to about 90 pc along the major axis. This small beam is
well adapted to the size of typical structures of the molecular gas and allows
to detect even interarm cloud complexes. We chose an on-the-fly observing
technique which allows us to cover the large area of about 1 square degree in a
reasonable time.
  Until now, almost three quarters of the galaxy have been observed in the
(1-0) line and some selected regions with a longer integration time in the
(2-1) transition as well. Compared to the HI emission, the spiral arms show a
higher contrast and more structure, albeit the general morphology is very
similar. A first analysis suggests that the CO emission is a very good tracer
of the molecular gas in M 31. In addition to the survey, we perform
observations of selected complexes down to the sub-arcsecond level with the
IRAM interferometer. Together with data of other species such as dust or
neutral carbon we hope to proceed towards a better understanding of the
molecular gas at large and small scales.
","[{""version"":""v1"",""created"":""Thu, 7 Oct 1999 17:44:09 GMT""}]","2007-05-23"
"astro-ph/9910144","C. Steidel","C.C. Steidel, K.L. Adelberger, A.E. Shapley (Caltech), M. Pettini
  (IoA, Cambridge), M. Dickinson, and M. Giavalisco (STScI)","Lyman Alpha Imaging of a Proto-Cluster Region at <z>=3.09","To appear in the ApJ, 31 pages, aastex","Astrophys.J.532:170-182,2000","10.1086/308568",,"astro-ph",,"  We present very deep imaging observations, through a narrow-band filter tuned
to Lyman alpha at <z = 3.09>, of a volume containing a significant over-density
of galaxies at this redshift previously discovered in our survey for
continuum-selected Lyman break galaxies (LBGs). The new observations are used
in conjunction with our spectroscopic results on LBGs to compare the
effectiveness of continuum and emission line searches for star forming galaxies
at high redshift, and to extend the search for members of the structure at <z>=
3.09 to much fainter continuum luminosities. We find that only 20-25 percent of
all galaxies at a given UV continuum luminosity would be flagged as narrow-band
excess objects subject to the typical limits W_Lya > 80 Angstroms in the
observed frame. The density enhancement of strong Lyman alpha emitters in this
field is consistent with that inferred from the analysis of the spectroscopic
Lyman break galaxy sample in the same region (6+/-1), but extends to continuum
luminosities up to 2 magnitudes fainter. There is no evidence for a
significantly higher fraction of large Lyman alpha line equivalent widths at
faint continuum luminosities. By combining the 24 spectroscopic members of the
z=3.09 ``spike'' with the narrow-band candidates, we are able to produce a
sample of 162 objects which are either known or likely members of this large
structure. We have also discovered two extremely large and diffuse Lyman alpha
emitting ``blobs'', which have physical extents >100/h kpc and Lyman alpha line
fluxes 20-40 times larger than the typical line emitters at the same redshifts
in the field. The possible nature of the ``blobs'' is discussed. (abstract
abridged)
","[{""version"":""v1"",""created"":""Thu, 7 Oct 1999 19:10:06 GMT""}]","2008-11-26"
"astro-ph/9910145","Marcelo B. Ribeiro","Marcelo B. Ribeiro (Federal University of Rio de Janeiro - UFRJ)","Observations in the Einstein--de Sitter Cosmology: Dust Statistics and
  Limits of Apparent Homogeneity","standard LaTeX; 23 pages, 2 tables, 3 LaTeX figures; paper published
  in 1995 is archived here","Astrophys.J. 441 (1995) 477-487","10.1086/175374",,"astro-ph gr-qc",,"  The two-point correlation function for the dust distribution in the
unperturbed Einstein-de Sitter cosmological model is studied along the past
light cone. It was found that this function seems unable to represent the
theoretical distribution of dust along the backward null cone of this
unperturbed model, which has already been determined in a previous paper as
being apparently inhomogeneous at ranges usually considered as local. Such
result was revisited in order to determine more precisely the quantitative
limits where, in theory, we can detect apparent homogeneity, and it was found
that this may only happen up to $z \sim 10^{-2}$. A different statistical
analysis proposed by Pietronero is used, and it appears to be able to represent
more accurately the theoretical distribution of dust in this cosmology. In the
light of these results, it is argued that the usual practice of disregarding
relativistic effects in studies of distribution of galaxies, by considering
them as being placed on local regions, seems to be valid only on much closer
scales than it is commonly believed. In the Einstein-de Sitter cosmology with
$H_0=75 km s^{-1} Mpc^{-1}$, that may only happen in redshifts as low as $z
\approx 0.04$, which means that the local approximation seems to be valid up to
zeroth order of approximation only. As at present there are many redshift
surveys which have already probed at deeper ranges, it seems that in order to
compare the Friedmann models with observations we have to be very careful when
ignoring the past light cone problem in observational cosmology, either in
theoretical calculations or in data analysis, due to relativistic effects which
produce observable inhomogeneity even in spatially homogeneous cosmological
models.
","[{""version"":""v1"",""created"":""Thu, 7 Oct 1999 20:09:17 GMT""}]","2009-10-31"
"astro-ph/9910146","Elizabeth J. Barton","Sidney van den Bergh (DAO/HIA/NRC)","The Mass of the Centaurus A Group of Galaxies","8 pages, 1 figure, in LaTeX format; to appear in the Astronomical
  Journal in January 2000",,"10.1086/301214",,"astro-ph",,"  The mass M, and the radius R_h, of the Centaurus A group are estimated from
the positions and radial velocities of 30 probable cluster members. For an
assumed distance of 3.9 Mpc it is found that R_h \sim 640 kpc. The velocity
dispersion in the Cen A group is 114 \pm 21 km/s. From this value, and R_h =
640 kpc, the virial theorem yields a total mass of 1.4 \times 10^{13} M_{\sun}
for the Cen A group. The projected mass method gives a mass of 1.8 \times
10^{13} M_{\sun}. These values suggest that the Cen A group is about seven
times as massive as the Local Group. The Cen A mass-to-light ratio is found to
be M/L_B = 155-200 in solar units. The cluster has a zero-velocity radius R_0 =
2.3 Mpc.
","[{""version"":""v1"",""created"":""Thu, 7 Oct 1999 22:25:00 GMT""}]","2009-10-31"
"astro-ph/9910147","Paolo Padoan","Paolo Padoan (Dept. of Astronomy, Harvard University); Ellen Zweibel
  (JILA, University of Colorado at Boulder); AAke Nordlund (Astronomical
  Observatory and Theoretical Astrophysics Center, Copenhagen)","Ambipolar Drift Heating in Turbulent Molecular Clouds","37 pages, 9 figures included",,"10.1086/309299",,"astro-ph",,"  Although thermal pressure is unimportant dynamically in most molecular gas,
the temperature is an important diagnostic of dynamical processes and physical
conditions. This is the first of two papers on thermal equilibrium in molecular
clouds. We present calculations of frictional heating by ion-neutral (or
ambipolar) drift in three-dimensional simulations of turbulent, magnetized
molecular clouds.
  We show that ambipolar drift heating is a strong function of position in a
turbulent cloud, and its average value can be significantly larger than the
average cosmic ray heating rate. The volume averaged heating rate per unit
volume due to ambipolar drift, H_AD ~ |JxB|^2 ~ B^4/L_B^2, is found to depend
on the rms Alfvenic Mach number, M_A, and on the average field strength, as
H_AD ~ M_A^2<|B|>^4. This implies that the typical scale of variation of the
magnetic field, L_B, is inversely proportional to M_A, which we also
demonstrate.
","[{""version"":""v1"",""created"":""Thu, 7 Oct 1999 22:20:44 GMT""}]","2009-10-31"
"astro-ph/9910148","Combes","F. Combes, S. Leon, G. Meylan","N-body simulations of globular cluster tides","15 pages, 20 figures, Accepted in Astronomy and Astrophysics","Astron.Astrophys.352:149-162,1999",,,"astro-ph",,"  We present N-body simulations of globular clusters, in orbits around the
Galaxy, in order to study quantitatively and geometrically the tidal effects
they encounter. The clusters are modelised with multi-mass King-Michie models
(Michie 1963), including mass segregation at initial conditions. The Galaxy is
modelled as realistic as possible, with three components: bulge, disk and dark
halo. The main finding is that there exist two giant tidal tails around the
globuler cluster in permanence along its orbit, whatever this orbit. The length
of these tails is of the order of 5 tidal radii, or greater. The escaped stars
are distributed radially as a power law in density, with a slope of -4. The
tails present substructures, or clumps, that are the relics of the strongest
shocks. Due to the compressive disk-shocking, the clusters display a prolate
shape which major axis is precessing around the z axis. The tails are
preferentially formed by the lowest mass stars, as expected, so that the tidal
truncation increases mass segregation. Internal rotation of the cluster
increases the mass loss. The flattening of dark matter cannot influence
significantly the dynamics of the clusters. The orientation and the strength of
the tidal tails are signatures of the last disk crossing, so that observed
tidal tails can constrain strongly the cluster orbit and the galactic model
(vertical scale of the disc).
","[{""version"":""v1"",""created"":""Fri, 8 Oct 1999 07:29:32 GMT""}]","2010-03-01"
"astro-ph/9910149","Jari Kotilainen","J.K. Kotilainen, J. Reunanen, S. Laine, S.D. Ryder","Near-infrared line imaging of the circumnuclear starburst rings in the
  active galaxies NGC 1097 and NGC 6574","14 pages, accepted for publication in Astronomy & Astrophysics","Astrophys.Space Sci. 269 (1999) 505-509","10.1023/A:1017054609723",,"astro-ph",,"  We present high spatial resolution near-infrared broad-band JHK and Br_gamma
2.166 micron and H_2 1-0 S(1) 2.121 micron emission line images of the
circumnuclear star formation rings in the LINER/Seyfert 1 galaxy NGC 1097 and
the Seyfert 2 galaxy NGC 6574. We investigate the morphology, extinction, and
the star formation properties and history of the rings, by comparing the
observed properties with an evolutionary population synthesis model. The clumpy
morphology in both galaxies varies strongly with wavelength, due to a
combination of extinction, hot dust and red supergiants, and the age of the
stellar populations. The near-infrared and radio morphologies are in general
agreement, although there are differences in the detailed morphology. From the
comparison of Br_gamma and H_alpha fluxes, we derive average extinctions toward
the hot spots A_V = 1.3 for NGC 1097 and A_V = 2.1 for NGC 6574. The observed
H_2/Br_gamma ratios indicate that in both rings the main excitation mechanism
of the molecular gas is UV radiation from hot young stars, while shocks can
contribute only in a few regions. The starburst rings in both galaxies exhibit
small Br_gamma equivalent widths. Assuming a constant star formation rate with
M_u = 100 M_o results in extremely long ages (up to 1 Gyr), in disagreement
with the morphology and the radio spectral index of the galaxies. This
situation is only slightly remedied by a reduced upper mass cutoff (M_u = 30
M_o). We prefer a model of an instantaneous burst of star formation with M_u =
100 M_o occurring ~6-7 Myr ago. Gaseous nuclear bars parallel to the stellar
nuclear bar were detected in both galaxies, with M ~100 M_o for the mass of the
excited nuclear H_2 emission. Finally, we briefly discuss the connection
between the rings, bars and the fuelling of nuclear activity.
","[{""version"":""v1"",""created"":""Fri, 8 Oct 1999 09:02:41 GMT""}]","2009-10-31"
"astro-ph/9910150","Raffaella Morganti","R. Morganti, T. Oosterloo, C.N. Tadhunter, R. Aiudi, P. Jones, M.
  Villar-Martin","The radio structures of southern 2-Jy radio sources: new ATCA and VLA
  radio images","To appear in A&AS; LateX, figures in gif format, paper (in ps and
  html format) available at http://www.nfra.nl/~morganti/2Jy-radio",,"10.1051/aas:1999427",,"astro-ph",,"  We present new radio images obtained with the Australia Telescope Compact
Array (ATCA) and the Very Large Array (VLA) for a group of 14 galaxies
belonging to the 2-Jy sample of radio sources. The new images improve the data
already available on these objects and, in general, the database that we are
building up on the sample. They will also be used for follow-up work where
radio-optical comparison will be done. We briefly discuss the core dominance
parameter (R) for the objects for which the new data have given new information
and, in particular, for broad line radio galaxies (BLRG). One of the BLRG does
not show a core, even at 3 cm, and this is at variance with the general
tendency of BLRG to have relatively strong cores. The depolarization is also
discussed for a group of small double-lobed radio galaxies.
","[{""version"":""v1"",""created"":""Fri, 8 Oct 1999 08:52:22 GMT""}]","2009-10-31"
